GKGRECORDID,V2_1DATE,V2SOURCECOLLECTIONIDENTIFIER,V2SOURCECOMMONNAME,V2DOCUMENTIDENTIFIER,V1COUNTS,V2_1COUNTS,V1THEMES,V2ENHANCEDTHEMES,V1LOCATIONS,V2ENHANCEDLOCATIONS,V1PERSONS,V2ENHANCEDPERSONS,V1ORGANIZATIONS,V2ENHANCEDORGANIZATIONS,V1_5TONE,V2_1ENHANCEDDATES,V2GCAM,V2_1SHARINGIMAGE,V2_1RELATEDIMAGES,V2_1SOCIALIMAGEEMBEDS,V2_1SOCIALVIDEOEMBEDS,V2_1QUOTATIONS,V2_1ALLNAMES,V2_1AMOUNTS,V2_1TRANSLATIONINFO,V2EXTRASXML
20170417121500-11	20170417121500	1	thestar.com	https://www.thestar.com/news/gta/2017/04/17/gardiner-already-backed-up-on-first-day-of-downtown-ramp-closure.html					1#Canada#CA#CA#60#-95#CA;4#Toronto,Ontario,Canada#CA#CA08#43.6667#-79.4167#-574890;3#Washington,Washington,United States#US#USDC#38.8951#-77.0364#531871	4#Toronto,Ontario,Canada#CA#CA08#12686#43.6667#-79.4167#-574890#210;4#Toronto,Ontario,Canada#CA#CA08#12686#43.6667#-79.4167#-574890#500;4#Toronto,Ontario,Canada#CA#CA08#12686#43.6667#-79.4167#-574890#615;4#Toronto,Ontario,Canada#CA#CA08#12686#43.6667#-79.4167#-574890#824;4#Toronto,Ontario,Canada#CA#CA08#12686#43.6667#-79.4167#-574890#1110;4#Toronto,Ontario,Canada#CA#CA08#12686#43.6667#-79.4167#-574890#1486;1#Canada#CA#CA##60#-95#CA#218;1#Canada#CA#CA##60#-95#CA#508;1#Canada#CA#CA##60#-95#CA#623;1#Canada#CA#CA##60#-95#CA#832;1#Canada#CA#CA##60#-95#CA#1118;1#Canada#CA#CA##60#-95#CA#1217;1#Canada#CA#CA##60#-95#CA#1494;3#Washington,Washington,United States#US#USDC#DC001#38.8951#-77.0364#531871#1168	reporterthe gardiner	Reporterthe Gardiner,267	canada centre	Canada Centre,1224	-2.75862068965517,0.344827586206897,3.10344827586207,3.44827586206897,23.448275862069,0,267		wc:267
20170417121500-12	20170417121500	1	titusvilleherald.com	http://www.titusvilleherald.com/obituaries/article_99a6c9e4-2323-11e7-aae6-8b3ebe21214b.html			TAX_FNCACT;TAX_FNCACT_CHILDREN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_SWEDISH;	TAX_WORLDLANGUAGES_SWEDISH,200;TAX_FNCACT_CHILDREN,146;	1#Sweden#SW#SW#62#15#SW;3#Washington,Washington,United States#US#USDC#38.8951#-77.0364#531871	1#Swedish#SW#SW##62#15#SW#200;3#Washington,Washington,United States#US#USDC#DC001#38.8951#-77.0364#531871#311	clair m brown;gordon b garrett		triumph swedish union cemetery	Triumph Swedish Union Cemetery,215	-1.5748031496063,0.78740157480315,2.36220472440945,3.1496062992126,18.8976377952756,1.5748031496063,105		wc:105,c12.1:13,c12.10:11,c12.12:4,c12.13:6,c12.14:1,c12.3:7,c12.4:1,c12.5:6,c12.7:7,c12.8:7,c12.9:6,c13.11:1,c14.1:11
20170417121500-13	20170417121500	1	hobartpulp.com	http://www.hobartpulp.com/web_features/another-evening-down-at-the-ballpark			EDUCATION;	EDUCATION,401;	2#Arkansas,United States#US#USAR#34.9513#-92.3809#AR;3#University Of Arkansas,Arkansas,United States#US#USAR#36.0687#-94.1721#78635;2#Mississippi,United States#US#USMS#32.7673#-89.6812#MS	2#Arkansas,United States#US#USAR##34.9513#-92.3809#AR#1803;2#Arkansas,United States#US#USAR##34.9513#-92.3809#AR#1871;2#Mississippi,United States#US#USMS##32.7673#-89.6812#MS#1756;3#University Of Arkansas,Arkansas,United States#US#USAR#AR143#36.0687#-94.1721#78635#1871	scott ray	Scott Ray,1736	university of arkansas	University Of Arkansas,1871	-1.55440414507772,2.59067357512953,4.14507772020725,6.73575129533679,25.9067357512953,3.8860103626943,349		wc:349,c1.1:1,c12.1:27,c12.10:37,c12.12:14,c12.13:13,c12.14:10,c12.3:14,c12.4:5
20170417121500-14	20170417121500	1	dailymail.co.uk	http://www.dailymail.co.uk/wires/pa/article-4418180/Simon-Mignolet-targets-Liverpool-West-Brom-win.html							roberto firmino;matt phillips;simon mignolet;jurgen klopp	Roberto Firmino,405;Matt Phillips,1154;Simon Mignolet,15;Simon Mignolet,154;Jurgen Klopp,203	champions league	Champions League,237	3.02114803625378,3.92749244712991,0.906344410876133,4.83383685800604,22.0543806646526,4.22960725075529,289		wc:289,c12.1:26,c12.10:34,c12.12:9,c12.13:12,c12.14:15,c12.3:3,c12.4:9,c12.5:14,c12.7:12,c12.8:17,c12.9:27,c13.12:1,c13.13:1,c13.6:1
20170417121500-15	20170417121500	1	dnaindia.com	http://www.dnaindia.com/world/report-christian-man-tortured-in-pak-for-befriending-muslim-woman-2405251			TAX_RELIGION;TAX_RELIGION_CHRISTIAN;TAX_ETHNICITY;TAX_ETHNICITY_CHRISTIAN;TAX_FNCACT;TAX_FNCACT_MAN;ARMEDCONFLICT;HUMAN_RIGHTS_ABUSES;HUMAN_RIGHTS_ABUSES_TORTURED;TORTURE;WB_2507_HUMAN_RIGHTS_ABUSES_AND_VIOLATIONS;WB_2203_HUMAN_RIGHTS;WB_2512_TORTURE;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;TAX_RELIGION_MUSLIM;TAX_ETHNICITY_MUSLIM;TAX_FNCACT_WOMAN;WB_2931_IRON;WB_507_ENERGY_AND_EXTRACTIVES;WB_895_MINING_SYSTEMS;WB_1699_METAL_ORE_MINING;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_POLICE_STATION;TAX_FNCACT_FATHER;KIDNAP;SOC_POINTSOFINTEREST_HEADQUARTERS;GENERAL_HEALTH;MEDICAL;SOC_POINTSOFINTEREST_HOSPITAL;CRISISLEX_C03_WELLBEING_HEALTH;TAX_DISEASE;TAX_DISEASE_WOUNDS;ARREST;TAX_FNCACT_VICTIM;	SOC_POINTSOFINTEREST_POLICE_STATION,691;TAX_FNCACT_WOMAN,59;TAX_FNCACT_WOMAN,119;TAX_FNCACT_WOMAN,291;TAX_FNCACT_WOMAN,430;TAX_FNCACT_WOMAN,552;TAX_FNCACT_WOMAN,707;TAX_FNCACT_WOMAN,855;TAX_FNCACT_WOMAN,1022;TAX_FNCACT_FATHER,753;TAX_FNCACT_FATHER,800;TAX_FNCACT_FATHER,1762;WB_678_DIGITAL_GOVERNMENT,362;WB_694_BROADCAST_AND_MEDIA,362;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,362;GENERAL_HEALTH,1402;GENERAL_HEALTH,1596;MEDICAL,1402;MEDICAL,1596;SOC_POINTSOFINTEREST_HOSPITAL,1402;SOC_POINTSOFINTEREST_HOSPITAL,1596;CRISISLEX_C03_WELLBEING_HEALTH,1402;CRISISLEX_C03_WELLBEING_HEALTH,1596;TAX_RELIGION_MUSLIM,53;TAX_RELIGION_MUSLIM,113;TAX_RELIGION_MUSLIM,285;TAX_RELIGION_MUSLIM
20170417121500-16	20170417121500	1	asiaone.com	http://forums.asiaone.com/showthread.php?s=b2449517386b12285cabcbc59e47f9e0&p=1968243			TAX_FNCACT;TAX_FNCACT_STALKERS;BULLYING;TAX_FNCACT_INSTIGATORS;EPU_CATS_REGULATION;WB_678_DIGITAL_GOVERNMENT;WB_670_ICT_SECURITY;WB_680_PERSONAL_DATA_PROTECTION;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;CRISISLEX_CRISISLEXREC;	EPU_CATS_REGULATION,267;TAX_FNCACT_STALKERS,89;TAX_FNCACT_STALKERS,165;CRISISLEX_CRISISLEXREC,585;TAX_FNCACT_INSTIGATORS,125;TAX_FNCACT_INSTIGATORS,201;WB_678_DIGITAL_GOVERNMENT,363;WB_670_ICT_SECURITY,363;WB_680_PERSONAL_DATA_PROTECTION,363;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,363;BULLYING,105;BULLYING,181;	1#Singapore#SN#SN#1.3667#103.8#SN	1#Singapore#SN#SN##1.3667#103.8#SN#291			singapore press holdings ltd	Singapore Press Holdings Ltd,310	-7.61904761904762,1.9047619047619,9.52380952380952,11.4285714285714,19.047619047619,8.57142857142857,93	1#0#0#2014#336	wc:93,c12.1:11,c12.10:10,c12.12:3,c12.13:4,c12.14:3,c12.3:7,c12.4:2
20170417121500-17	20170417121500	1	mtstandard.com	http://mtstandard.com/news/world/everyone-should-be-angry-about-state-of-gender/html_6b0dda42-a2a6-58e1-8bb1-7085def6bf1d.html			WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION;WB_1462_WATER_SANITATION_AND_HYGIENE;WB_635_PUBLIC_HEALTH;WB_621_HEALTH_NUTRITION_AND_POPULATION;DISCRIMINATION;DISCRIMINATION_RACE;DISCRIMINATION_RACE_RACISM;UNGP_FREEDOM_FROM_DISCRIMINATION;	WB_1458_HEALTH_PROMOTION_AND_DISEASE_PREVENTION,13;WB_1462_WATER_SANITATION_AND_HYGIENE,13;WB_635_PUBLIC_HEALTH,13;WB_621_HEALTH_NUTRITION_AND_POPULATION,13;DISCRIMINATION,269;DISCRIMINATION_RACE_RACISM,269;UNGP_FREEDOM_FROM_DISCRIMINATION,269;							-9.09090909090909,4.54545454545455,13.6363636363636,18.1818181818182,31.8181818181818,3.40909090909091,74		wc:74,c1.3:1,c12.1:13,c12.10:8,c12.12:6,c12.13:1,c12.14:2,c12.3:7,c12.4:2,c12.5:7,c12.7:12,c12.8:3,c12.9:9,c13.2:1
20170417121500-18	20170417121500	1	koreabizwire.com	http://koreabizwire.com/bird-flu-pandemic-hasnt-changed-atrocious-conditions-at-poultry-farms/80831			GENERAL_HEALTH;MEDICAL;TAX_DISEASE;TAX_DISEASE_FLU;TAX_DISEASE_BIRD_FLU;HEALTH_PANDEMIC;WB_635_PUBLIC_HEALTH;WB_2165_HEALTH_EMERGENCIES;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_2167_PANDEMICS;UNGP_HEALTHCARE;WB_2179_AGRIBUSINESS;WB_3005_FACTORY_FARM;WB_435_AGRICULTURE_AND_FOOD_SECURITY;TAX_DISEASE_INFLUENZA;WB_1421_INFLUENZA;WB_1406_DISEASES;WB_1415_COMMUNICABLE_DISEASE;TAX_WORLDMAMMALS;TAX_WORLDMAMMALS_HUMANS;GENERAL_GOVERNMENT;EPU_POLICY;EPU_POLICY_GOVERNMENT;AGRICULTURE;TAX_FNCACT;TAX_FNCACT_FARMERS;TAX_DISEASE_AVIAN_INFLUENZA;UNGP_FORESTS_RIVERS_OCEANS;LEGISLATION;MANMADE_DISASTER_IMPLIED;BAN;TAX_ETHNICITY;TAX_ETHNICITY_KOREAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_KOREAN;BORDER;TAX_FNCACT_REPRESENTATIVE;	GENERAL_GOVERNMENT,463;GENERAL_GOVERNMENT,536;GENERAL_GOVERNMENT,2256;EPU_POLICY_GOVERNMENT,463;EPU_POLICY_GOVERNMENT,536;EPU_POLICY_GOVERNMENT,2256;MANMADE_DISASTER_IMPLIED,1122;MANMADE_DISASTER_IMPLIED,1562;BAN,1394;BORDER,1796;TAX_ETHNICITY_KOREAN,1707;TAX_WORLDLANGUAGES_KOREAN,1707;HEALTH_PANDEMIC,48;HEALTH_PANDEMIC,117;HEALTH_PANDEMIC,380;WB_635_PUBLIC_HEALTH,48;WB_635_PUBLIC_HEALTH,117;WB_635_PUBLIC_HEALTH,380;WB_2165_HEALTH_EMERGENCIES,48;WB_2165_HEALTH_EMERGENCIES,117;WB_2165_HEALTH_EMERGENCIES,380;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE,48;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE,117;WB_2166_HEALTH_EMERGENCY_PREPAREDNESS_AND_DISASTER_RESPONSE,380;WB_621_HEALTH_NUTRITION_AND_POPULATION,48;WB_621_HEALTH_NUTRITION_AND_POPULATION,117;WB_621_HEALTH_NUTRITION_AND_POPULATION
20170417121500-19	20170417121500	1	tucson.com	http://tucson.com/news/world/vietnam-villagers-hold-dozens-of-policemen-in-land-dispute/article_fbd6bb38-8905-5ca2-a14c-8a038c155541.html	PROTEST#30#La Viet Dung said#4#Hanoi,Ha N?i,Vietnam,Republic Of#VM#VM44#21.0333#105.85#-3714993;MOVEMENT_GENERAL#30#La Viet Dung said#4#Hanoi,Ha N?i,Vietnam,Republic Of#VM#VM44#21.0333#105.85#-3714993;TAX_FNCACT_ACTIVIST#30#La Viet Dung said#4#Hanoi,Ha N?i,Vietnam,Republic Of#VM#VM44#21.0333#105.85#-3714993;ARREST#6#villagers#1#Vietnam,Republic Of#VM#VM#16#106#VM;CRISISLEX_C07_SAFETY#6#villagers#1#Vietnam,Republic Of#VM#VM#16#106#VM;	PROTEST#30#La Viet Dung said#4#Hanoi,Ha N?i,Vietnam,Republic Of#VM#VM44#21.0333#105.85#-3714993#463;MOVEMENT_GENERAL#30#La Viet Dung said#4#Hanoi,Ha N?i,Vietnam,Republic Of#VM#VM44#21.0333#105.85#-3714993#463;TAX_FNCACT_ACTIVIST#30#La Viet Dung said#4#Hanoi,Ha N?i,Vietnam,Republic Of#VM#VM44#21.0333#105.85#-3714993#463;ARREST#6#villagers#1#Vietnam,Republic Of#VM#VM#16#106#VM#1182;CRISISLEX_C07_SAFETY#6#villagers#1#Vietnam,Republic Of#VM#VM#16#106#VM#1182;	GENERAL_GOVERNMENT;TAX_FNCACT;TAX_FNCACT_VILLAGERS;TAX_FNCACT_POLICEMEN;TAX_FNCACT_COMMUNIST;EPU_POLICY;EPU_POLICY_GOVERNMENT;SECURITY_SERVICES;TAX_FNCACT_POLICE;CRISISLEX_C07_SAFETY;SEIZE;WB_286_TELECOMMUNICATIONS_AND_BROADBAND_ACCESS;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;ARREST;SOC_GENERALCRIME;PROTEST;MOVEMENT_GENERAL;TAX_FNCACT_ACTIVIST;MOVEMENT_SOCIAL;MOVEMENT_OTHER;TAX_FNCACT_AUTHORITIES;CRISISLEX_CRISISLEXREC;EPU_POLICY_AUTHORITIES;MEDIA_MSM;TAX_FNCACT_VILLAGER;USPEC_POLICY1;TRIAL;TAX_FNCACT_LAWYER;LEADER;TAX_FNCACT_MAYOR;TAX_FNCACT_REPRESENTATIVES;GRIEVANCES;EPU_ECONOMY_HISTORIC;EPU_CATS_REGULATION;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;	SEIZE,382;EPU_POLICY_GOVERNMENT,214;TAX_FNCACT_VILLAGERS,69;TAX_FNCACT_VILLAGERS,339;TAX_FNCACT_VILLAGERS
20170417121500-20	20170417121500	1	bernama.com	http://www.bernama.com/bernama/v8/bu/newsbusiness.php?id=1348411			WB_698_TRADE;	WB_698_TRADE,113;	4#Kuala Lumpur,Kuala Lumpur,Malaysia#MY#MY14#3.16667#101.7#-2403010	4#Kuala Lumpur,Kuala Lumpur,Malaysia#MY#MY14#18585#3.16667#101.7#-2403010#64			tier companies mtcs;tier companies development programme;malaysia external trade development corporation	Tier Companies Development Programme,335;Malaysia External Trade Development Corporation,137	3.41880341880342,4.27350427350427,0.854700854700855,5.12820512820513,20.5128205128205,1.70940170940171,103	4#4#17#0#71	wc:103,c1.2:3,c12.1:7,c12.10:4,c12.12:1,c12.13:1,c12.14:2,c12.3:3,c12.4:2,c12.5:3,c12.7:4,c12.8:3,c12.9:5,c14.1:4
20170417121500-21	20170417121500	1	pennlive.com	http://www.pennlive.com/daily-buzz/2017/04/hero_in_injured_in_dui_tragedy.html	KILL#6##3#Fountain Hill,Pennsylvania,United States#US#USPA#40.6015#-75.3952#1175051;CRISISLEX_CRISISLEXREC#6##3#Fountain Hill,Pennsylvania,United States#US#USPA#40.6015#-75.3952#1175051;CRISISLEX_T02_INJURED#6##3#Fountain Hill,Pennsylvania,United States#US#USPA#40.6015#-75.3952#1175051;CRISISLEX_T03_DEAD#6##3#Fountain Hill,Pennsylvania,United States#US#USPA#40.6015#-75.3952#1175051;CRISISLEX_T03_DEAD#6##3#Fountain Hill,Pennsylvania,United States#US#USPA#40.6015#-75.3952#1175051;	KILL#6##3#Fountain Hill,Pennsylvania,United States#US#USPA#40.6015#-75.3952#1175051#364;CRISISLEX_CRISISLEXREC#6##3#Fountain Hill,Pennsylvania,United States#US#USPA#40.6015#-75.3952#1175051#364;CRISISLEX_T02_INJURED#6##3#Fountain Hill,Pennsylvania,United States#US#USPA#40.6015#-75.3952#1175051#364;CRISISLEX_T03_DEAD#6##3#Fountain Hill,Pennsylvania,United States#US#USPA#40.6015#-75.3952#1175051#364;CRISISLEX_T03_DEAD#6##3#Fountain Hill,Pennsylvania,United States#US#USPA#40.6015#-75.3952#1175051#364;	WOUND;CRISISLEX_CRISISLEXREC;CRISISLEX_C03_WELLBEING_HEALTH;CRISISLEX_T02_INJURED;MANMADE_DISASTER_IMPLIED;TAX_FNCACT;TAX_FNCACT_DRIVER;TAX_FNCACT_TRUCK_DRIVER;TAX_FNCACT_HERO;KILL;CRISISLEX_T03_DEAD;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_1014_CRIMINAL_JUSTICE;TAX_FNCACT_KNIGHT;TAX_FNCACT_FATHER;TAX_FNCACT_CHEF;WB_1428_INJURY;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;TAX_DISEASE;TAX_DISEASE_COMA;TRIAL;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_PRISON;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;ARREST;	SOC_POINTSOFINTEREST_PRISON,1436;SOC_POINTSOFINTEREST_PRISON,1498;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM,1436;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM,1498;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,1436;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,1498;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE
20170417121500-22	20170417121500	1	dailydot.com	https://www.dailydot.com/layer8/trump-privacy-shield-us-eu/			GENERAL_GOVERNMENT;TAX_FNCACT;TAX_FNCACT_EXECUTIVE;TAX_ETHNICITY;TAX_ETHNICITY_EUROPEANS;TAX_FNCACT_AUTHORITIES;CRISISLEX_CRISISLEXREC;EPU_POLICY;EPU_POLICY_AUTHORITIES;LEGISLATION;EPU_POLICY_LAW;TAX_ETHNICITY_GERMAN;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_GERMAN;CRISISLEX_C04_LOGISTICS_TRANSPORT;TRIAL;SURVEILLANCE;NEGOTIATIONS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_840_JUSTICE;WB_2473_DIPLOMACY_AND_NEGOTIATIONS;WB_939_NEGOTIATION;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_936_ALTERNATIVE_DISPUTE_RESOLUTION;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_843_DISPUTE_RESOLUTION;WB_2471_PEACEKEEPING;TAX_FNCACT_DIRECTOR;TAX_FNCACT_EXECUTIVE_DIRECTOR;TAX_DISEASE;TAX_DISEASE_BLINDNESS;EPU_CATS_MIGRATION_FEAR_FEAR;CRISISLEX_C07_SAFETY;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;EPU_CATS_NATIONAL_SECURITY;TAX_FNCACT_CITIZENS;TAX_FNCACT_SPOKESPERSON;TAX_FNCACT_COMMISSIONER;TAX_FNCACT_SECRETARY;EPU_ECONOMY_HISTORIC;APPOINTMENT;TAX_FNCACT_ASSISTANT;EPU_ECONOMY;WB_471_ECONOMIC_GROWTH;UNGP_FORESTS_RIVERS_OCEANS;CRISISLEX_T11_UPDATESSYMPATHY;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;	TAX_FNCACT_EXECUTIVE_DIRECTOR,1520;TAX_ETHNICITY_EUROPEANS,379;TAX_ETHNICITY_EUROPEANS,1305;TAX_ETHNICITY_EUROPEANS,3090;TAX_FNCACT_ASSISTANT,3165;TAX_ETHNICITY_GERMAN,936;TAX_WORLDLANGUAGES_GERMAN,936;TAX_FNCACT_DIRECTOR,1520;TAX_FNCACT_EXECUTIVE,275;TAX_FNCACT_EXECUTIVE,1511;TAX_FNCACT_EXECUTIVE,1981;WB_678_DIGITAL_GOVERNMENT,4462;WB_694_BROADCAST_AND_MEDIA,4462;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,4462;TAX_FNCACT_SPOKESPERSON,2595;TAX_FNCACT_SPOKESPERSON,3478;EPU_ECONOMY,3255;APPOINTMENT,3050;CRISISLEX_C07_SAFETY,2108;NEGOTIATIONS,1467;WB_696_PUBLIC_SECTOR_MANAGEMENT,1467;WB_840_JUSTICE,1467;WB_2473_DIPLOMACY_AND_NEGOTIATIONS,1467;WB_939_NEGOTIATION,1467;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,1467;WB_936_ALTERNATIVE_DISPUTE_RESOLUTION,1467;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE
20170417121500-23	20170417121500	1	dailyprogress.com	http://www.dailyprogress.com/body-of-man-who-disappeared-after-celtics-game-found-dead/article_9595d2ff-612b-5b30-b0e5-835e4f75d71d.html					3#Charles River,Massachusetts,United States#US#USMA#42.3709#-71.0495#619357;3#Boston,Massachusetts,United States#US#USMA#42.3584#-71.0598#617565;3#Southborough,Massachusetts,United States#US#USMA#42.3056#-71.5245#611395	3#Boston,Massachusetts,United States#US#USMA#MA025#42.3584#-71.0598#617565#7;3#Boston,Massachusetts,United States#US#USMA#MA025#42.3584#-71.0598#617565#105;3#Charles River,Massachusetts,United States#US#USMA#MA025#42.3709#-71.0495#619357#190;3#Charles River,Massachusetts,United States#US#USMA#MA025#42.3709#-71.0495#619357#553;3#Southborough,Massachusetts,United States#US#USMA#MA027#42.3056#-71.5245#611395#480	michael kelleher	Michael Kelleher,425	associated press;boston celtics	Associated Press,818	-1.30718954248366,0.65359477124183,1.96078431372549,2.61437908496732,24.1830065359477,0.65359477124183,147	4#3#29#0#679	wc:147,c12.1:12,c12.10:11
20170417121500-24	20170417121500	1	columbustelegram.com	http://columbustelegram.com/entertainment/movies/charlie-hunnam-rapid-turnaround-prevented-me-from-doing-pacific-rim/article_7338bae2-3a1d-59ad-821e-c02c34241145.html			REBELLION;TAX_FNCACT;TAX_FNCACT_ACTOR;TAX_ETHNICITY;TAX_ETHNICITY_CHINESE;TAX_WORLDLANGUAGES;TAX_WORLDLANGUAGES_CHINESE;TAX_WORLDLANGUAGES_WANDA;SOC_POINTSOFINTEREST;SOC_POINTSOFINTEREST_PRISON;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE;WB_2490_NATIONAL_PROTECTION_AND_SECURITY;WB_2433_CONFLICT_AND_VIOLENCE;CRISISLEX_T11_UPDATESSYMPATHY;CRISISLEX_CRISISLEXREC;TAX_FNCACT_CHAIRMAN;TAX_FNCACT_MAN;	WB_2433_CONFLICT_AND_VIOLENCE,563;SOC_POINTSOFINTEREST_PRISON,500;WB_2495_DETENTION_PRISON_AND_CORRECTIONS_REFORM,500;WB_2470_PEACE_OPERATIONS_AND_CONFLICT_MANAGEMENT,500;WB_2432_FRAGILITY_CONFLICT_AND_VIOLENCE,500;WB_2490_NATIONAL_PROTECTION_AND_SECURITY,500;REBELLION,74;TAX_FNCACT_CHAIRMAN,1542;TAX_WORLDLANGUAGES_WANDA,403;TAX_WORLDLANGUAGES_WANDA,669;TAX_FNCACT_ACTOR,151;CRISISLEX_CRISISLEXREC,1137;TAX_FNCACT_MAN,1609;TAX_FNCACT_MAN,2001;CRISISLEX_T11_UPDATESSYMPATHY,939;TAX_ETHNICITY_CHINESE,389;TAX_ETHNICITY_CHINESE,696;TAX_WORLDLANGUAGES_CHINESE,389;TAX_WORLDLANGUAGES_CHINESE,696;	1#China#CH#CH#35#105#CH	1#Chinese#CH#CH##35#105#CH#389;1#Chinese#CH#CH##35#105#CH#696;1#China#CH#CH##35#105#CH#822	charlie hunnam;thomas tull;raleigh beckett	Charlie Hunnam,15;Thomas Tull,1554;Raleigh Beckett,197			2.11081794195251,3.95778364116095,1.84696569920844,5.80474934036939,26.1213720316623
20170417121500-25	20170417121500	1	columbustelegram.com	http://columbustelegram.com/news/world/prince-harry-shares-emotional-struggles-after-diana-s-death/article_4aa7475b-de34-57fe-acf4-05f7224b788f.html			TAX_FNCACT;TAX_FNCACT_PRINCE;GENERAL_HEALTH;MEDICAL;WB_1406_DISEASES;WB_621_HEALTH_NUTRITION_AND_POPULATION;WB_1430_MENTAL_HEALTH;WB_1427_NON_COMMUNICABLE_DISEASE_AND_INJURY;CRISISLEX_CRISISLEXREC;CRISISLEX_T03_DEAD;TAX_FNCACT_PRINCESS;MANMADE_DISASTER_IMPLIED;ROAD_INCIDENT;MANMADE_DISASTER;MANMADE_DISASTER_CAR_CRASH;SOC_TRAFFICACCIDENT;MEDIA_MSM;WB_2670_JOBS;WB_696_PUBLIC_SECTOR_MANAGEMENT;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES;WB_723_PUBLIC_ADMINISTRATION;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR;TAX_FNCACT_DUCHESS;TAX_FNCACT_INTERVIEWER;TAX_DISEASE;TAX_DISEASE_DEPRESSION;EPU_CATS_REGULATION;WB_678_DIGITAL_GOVERNMENT;WB_694_BROADCAST_AND_MEDIA;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES;	GENERAL_HEALTH,132;GENERAL_HEALTH,1634;GENERAL_HEALTH,1671;MEDICAL,132;MEDICAL,1634;MEDICAL,1671;MEDIA_MSM,463;MANMADE_DISASTER_IMPLIED,394;WB_2670_JOBS,992;WB_696_PUBLIC_SECTOR_MANAGEMENT,992;WB_2048_COMPENSATION_CAREERS_AND_INCENTIVES,992;WB_723_PUBLIC_ADMINISTRATION,992;WB_724_HUMAN_RESOURCES_FOR_PUBLIC_SECTOR,992;TAX_FNCACT_DUCHESS,1543;ROAD_INCIDENT,400;MANMADE_DISASTER_CAR_CRASH,400;SOC_TRAFFICACCIDENT,400;CRISISLEX_CRISISLEXREC,216;CRISISLEX_CRISISLEXREC,385;CRISISLEX_CRISISLEXREC,2107;WB_678_DIGITAL_GOVERNMENT,2210;WB_694_BROADCAST_AND_MEDIA,2210;WB_133_INFORMATION_AND_COMMUNICATION_TECHNOLOGIES,2210;EPU_CATS_REGULATION,2118;TAX_FNCACT_INTERVIEWER,1804;TAX_FNCACT_PRINCE,51;TAX_FNCACT_PRINCE
